z_sga_grupo_programa_id;cod_grupo;nome_grupo;gestor;cod_programa;idGrupo;idPrograma;
462;FN0;;super;add_tip_imprsor;418;add_tip_imprsor2;1
463;sup;;super;add_tip_imprsor;2;add_tip_imprsor2;1
464;FN0;;super;add_usuar_grp_usuar;418;add_usuar_grp_usuar2;1
465;sup;;super;add_usuar_grp_usuar;2;add_usuar_grp_usuar2;1
466;FN0;;super;add_usuar_mestre;418;add_usuar_mestre2;1
467;sup;;super;add_usuar_mestre;2;add_usuar_mestre2;1
468;FN0;;super;add_usuar_mestre_ext;418;add_usuar_mestre_ext2;1
469;sup;;super;add_usuar_mestre_ext;2;add_usuar_mestre_ext2;1
470;FN0;;super;add_video;418;add_video2;1
471;sup;;super;add_video;2;add_video2;1
472;AFN;;super;af0001;978;af00012;1
473;sup;;super;af0001;2;af00012;1
474;AFN;;super;AF0101;978;AF01012;1
475;sup;;super;AF0101;2;AF01012;1
476;AFN;;super;af0102;978;af01022;1
477;sup;;super;af0102;2;af01022;1
478;AFN;;super;af0103;978;af01032;1
479;sup;;super;af0103;2;af01032;1
480;AFN;;super;af0104;978;af01042;1
481;sup;;super;af0104;2;af01042;1
482;AFN;;super;af0105;978;af01052;1
483;sup;;super;af0105;2;af01052;1
484;AFN;;super;af0106;978;af01062;1
485;sup;;super;af0106;2;af01062;1
486;AFN;;super;af0107;978;af01072;1
487;sup;;super;af0107;2;af01072;1
488;AFN;;super;af0108;978;af01082;1
489;sup;;super;af0108;2;af01082;1
490;AFN;;super;AF0110;978;AF01102;1
491;sup;;super;AF0110;2;AF01102;1
492;AFN;;super;af0111;978;af01112;1
493;sup;;super;af0111;2;af01112;1
494;AFN;;super;af0112;978;af01122;1
495;sup;;super;af0112;2;af01122;1
496;AFN;;super;AF0113;978;AF01132;1
497;sup;;super;AF0113;2;AF01132;1
498;*;;super;AF0210E;1;AF0210E2;1
499;AFN;;super;AF0210E;978;AF0210E2;1
500;sup;;super;AF0210E;2;AF0210E2;1
501;*;;super;AF0210F;1;AF0210F2;1
502;sup;;super;AF0210F;2;AF0210F2;1
503;AFN;;super;af0301;978;af03012;1
504;sup;;super;af0301;2;af03012;1
505;AFN;;super;af0303;978;af03032;1
506;sup;;super;af0303;2;af03032;1
507;AFN;;super;af0305;978;af03052;1
508;sup;;super;af0305;2;af03052;1
509;AFN;;super;af0310;978;af03102;1
510;sup;;super;af0310;2;af03102;1
511;AFN;;super;af0311;978;af03112;1
512;sup;;super;af0311;2;af03112;1
513;AFN;;super;af0500c;978;af0500c2;1
514;sup;;super;af0500c;2;af0500c2;1
515;AFN;;super;af0501;978;af05012;1
516;sup;;super;af0501;2;af05012;1
517;AFN;;super;af0502;978;af05022;1
518;sup;;super;af0502;2;af05022;1
519;AFN;;super;af0504;978;af05042;1
520;sup;;super;af0504;2;af05042;1
521;AFN;;super;AF0505;978;AF05052;1
522;sup;;super;AF0505;2;AF05052;1
523;AFN;;super;AF0506;978;AF05062;1
524;sup;;super;AF0506;2;AF05062;1
525;AFN;;super;AF0507;978;AF05072;1
526;sup;;super;AF0507;2;AF05072;1
527;AFN;;super;AF0508;978;AF05082;1
528;sup;;super;AF0508;2;AF05082;1
529;AFN;;super;AF0509;978;AF05092;1
530;sup;;super;AF0509;2;AF05092;1
531;sup;;super;AF0510;2;AF05102;1
532;sup;;super;af0510p;2;af0510p2;1
533;AFN;;super;AF0511;978;AF05112;1
534;sup;;super;AF0511;2;AF05112;1
535;AFN;;super;AF0512;978;AF05122;1
536;sup;;super;AF0512;2;AF05122;1
537;AFN;;super;AF0513;978;AF05132;1
538;sup;;super;AF0513;2;AF05132;1
539;AFN;;super;AF0514;978;AF05142;1
540;sup;;super;AF0514;2;AF05142;1
541;AFN;;super;af0601;978;af06012;1
542;sup;;super;af0601;2;af06012;1
543;AFN;;super;af0601a;978;af0601a2;1
544;sup;;super;af0601a;2;af0601a2;1
545;AFN;;super;af0601b;978;af0601b2;1
546;sup;;super;af0601b;2;af0601b2;1
547;AFN;;super;af0601c;978;af0601c2;1
548;sup;;super;af0601c;2;af0601c2;1
549;AFN;;super;af0601d;978;af0601d2;1
550;sup;;super;af0601d;2;af0601d2;1
551;AFN;;super;af0601e;978;af0601e2;1
552;sup;;super;af0601e;2;af0601e2;1
553;AFN;;super;AF0602;978;AF06022;1
554;sup;;super;AF0602;2;AF06022;1
555;AFN;;super;af0700a;978;af0700a2;1
556;sup;;super;af0700a;2;af0700a2;1
557;Fro;;super;ao0102;73;ao01022;1
558;sup;;super;ao0102;2;ao01022;1
559;Fro;;super;ao0103;73;ao01032;1
560;sup;;super;ao0103;2;ao01032;1
561;Fro;;super;ao0301;73;ao03012;1
562;sup;;super;ao0301;2;ao03012;1
563;Fro;;super;ao0302;73;ao03022;1
564;sup;;super;ao0302;2;ao03022;1
565;ASB;;super;ao0601;888;ao06012;1
566;Fro;;super;ao0601;73;ao06012;1
567;sup;;super;ao0601;2;ao06012;1
568;ASB;;super;ao0602;888;ao06022;1
569;Fro;;super;ao0602;73;ao06022;1
570;sup;;super;ao0602;2;ao06022;1
571;ALM;;super;ap3001a;933;ap3001a2;1
572;Mat;;super;ap3001a;67;ap3001a2;1
573;Pro;;super;ap3001a;68;ap3001a2;1
574;sup;;super;ap3001a;2;ap3001a2;1
575;sup;;super;apb.CRUDCtaGrpFornec;2;apb.CRUDCtaGrpFornec2;1
576;sup;;super;apb.CRUDUsuarFinancEstabApb;2;apb.CRUDUsuarFinancEstabApb2;1
577;Con;;super;APB.InquireVendorDocDetailView;66;APB.InquireVendorDocDetailView2;1
578;Fin;;super;APB.InquireVendorDocDetailView;65;APB.InquireVendorDocDetailView2;1
579;sup;;super;APB.InquireVendorDocDetailView;2;APB.InquireVendorDocDetailView2;1
580;Con;;super;APB.InquireVendorDocPortlet;66;APB.InquireVendorDocPortlet2;1
581;FAN;;super;APB.InquireVendorDocPortlet;24;APB.InquireVendorDocPortlet2;1
582;Fin;;super;APB.InquireVendorDocPortlet;65;APB.InquireVendorDocPortlet2;1
583;FVE;;super;APB.InquireVendorDocPortlet;5;APB.InquireVendorDocPortlet2;1
584;sup;;super;APB.InquireVendorDocPortlet;2;APB.InquireVendorDocPortlet2;1
585;Con;;super;APB.InquireVendorDocView;66;APB.InquireVendorDocView2;1
586;Fin;;super;APB.InquireVendorDocView;65;APB.InquireVendorDocView2;1
587;sup;;super;APB.InquireVendorDocView;2;APB.InquireVendorDocView2;1
588;Con;;super;APB.InquireVendorSettlementsView;66;APB.InquireVendorSettlementsView2;1
589;Fin;;super;APB.InquireVendorSettlementsView;65;APB.InquireVendorSettlementsView2;1
590;sup;;super;APB.InquireVendorSettlementsView;2;APB.InquireVendorSettlementsView2;1
591;Con;;super;apb.ViewConsultaTitApFechado;66;apb.ViewConsultaTitApFechado2;1
592;Fin;;super;apb.ViewConsultaTitApFechado;65;apb.ViewConsultaTitApFechado2;1
593;sup;;super;apb.ViewConsultaTitApFechado;2;apb.ViewConsultaTitApFechado2;1
594;Fin;;super;apbcm001;65;apbcm0012;1
595;sup;;super;apbcm001;2;apbcm0012;1
596;AP6;;super;apbcm002;244;apbcm0022;1
597;FAN;;super;apbcm002;24;apbcm0022;1
598;sup;;super;apbcm002;2;apbcm0022;1
599;sup;;super;apbcm038;2;apbcm0382;1
600;sup;;super;apbgm039;2;apbgm0392;1
601;sup;;super;apbgm040;2;apbgm0402;1
602;PFC;;super;apbgm041;893;apbgm0412;1
603;sup;;super;apbgm041;2;apbgm0412;1
604;PFC;;super;apbgm042;893;apbgm0422;1
605;sup;;super;apbgm042;2;apbgm0422;1
606;FM1;;super;apbgm043;955;apbgm0432;1
607;sup;;super;apbgm043;2;apbgm0432;1
608;FM1;;super;apbgm044;955;apbgm0442;1
609;FM2;;super;apbgm044;956;apbgm0442;1
610;sup;;super;apbgm044;2;apbgm0442;1
611;FM1;;super;apbgm045;955;apbgm0452;1
612;sup;;super;apbgm045;2;apbgm0452;1
613;FM3;;super;apbgm047;957;apbgm0472;1
614;sup;;super;apbgm047;2;apbgm0472;1
615;FM1;;super;apbgm048;955;apbgm0482;1
616;FM2;;super;apbgm048;956;apbgm0482;1
617;sup;;super;apbgm048;2;apbgm0482;1
618;CST;;super;apbgm049;10;apbgm0492;1
619;EXA;;super;apbgm049;797;apbgm0492;1
620;FG5;;super;apbgm049;333;apbgm0492;1
621;FS5;;super;apbgm049;223;apbgm0492;1
622;MDE;;super;apbgm049;901;apbgm0492;1
623;PBG;;super;apbgm049;915;apbgm0492;1
624;sup;;super;apbgm049;2;apbgm0492;1
625;CST;;super;apbgm050;10;apbgm0502;1
626;EXA;;super;apbgm050;797;apbgm0502;1
627;FG5;;super;apbgm050;333;apbgm0502;1
628;FS5;;super;apbgm050;223;apbgm0502;1
629;MDE;;super;apbgm050;901;apbgm0502;1
630;PBG;;super;apbgm050;915;apbgm0502;1
631;sup;;super;apbgm050;2;apbgm0502;1
632;3AB;;super;apbgm052;759;apbgm0522;1
633;AP2;;super;apbgm052;240;apbgm0522;1
634;AP3;;super;apbgm052;241;apbgm0522;1
635;CRJ;;super;apbgm052;897;apbgm0522;1
636;CST;;super;apbgm052;10;apbgm0522;1
637;FG5;;super;apbgm052;333;apbgm0522;1
638;FS5;;super;apbgm052;223;apbgm0522;1
639;FS9;;super;apbgm052;227;apbgm0522;1
640;MDE;;super;apbgm052;901;apbgm0522;1
641;PBC;;super;apbgm052;967;apbgm0522;1
642;sup;;super;apbgm052;2;apbgm0522;1
643;3AB;;super;apbgm053;759;apbgm0532;1
644;AP3;;super;apbgm053;241;apbgm0532;1
645;CRJ;;super;apbgm053;897;apbgm0532;1
646;CST;;super;apbgm053;10;apbgm0532;1
647;FG5;;super;apbgm053;333;apbgm0532;1
648;FS5;;super;apbgm053;223;apbgm0532;1
649;FS9;;super;apbgm053;227;apbgm0532;1
650;MDE;;super;apbgm053;901;apbgm0532;1
651;PBA;;super;apbgm053;914;apbgm0532;1
652;sup;;super;apbgm053;2;apbgm0532;1
653;3AB;;super;apbgm054;759;apbgm0542;1
654;AP3;;super;apbgm054;241;apbgm0542;1
655;CRJ;;super;apbgm054;897;apbgm0542;1
656;CST;;super;apbgm054;10;apbgm0542;1
657;FG5;;super;apbgm054;333;apbgm0542;1
658;FS5;;super;apbgm054;223;apbgm0542;1
659;FS9;;super;apbgm054;227;apbgm0542;1
660;MDE;;super;apbgm054;901;apbgm0542;1
661;PBA;;super;apbgm054;914;apbgm0542;1
662;PBG;;super;apbgm054;915;apbgm0542;1
663;sup;;super;apbgm054;2;apbgm0542;1
664;FM1;;super;apbgm055;955;apbgm0552;1
665;FM2;;super;apbgm055;956;apbgm0552;1
666;sup;;super;apbgm055;2;apbgm0552;1
667;3AB;;super;apbgm056;759;apbgm0562;1
668;4FI;;super;apbgm056;907;apbgm0562;1
669;ASB;;super;apbgm056;888;apbgm0562;1
670;sup;;super;apbgm056;2;apbgm0562;1
671;FM1;;super;apbgm057;955;apbgm0572;1
672;FM2;;super;apbgm057;956;apbgm0572;1
673;sup;;super;apbgm057;2;apbgm0572;1
674;FM1;;super;apbgm058;955;apbgm0582;1
675;FM2;;super;apbgm058;956;apbgm0582;1
676;sup;;super;apbgm058;2;apbgm0582;1
677;AP2;;super;apbgm059;240;apbgm0592;1
678;AP3;;super;apbgm059;241;apbgm0592;1
679;sup;;super;apbgm059;2;apbgm0592;1
680;AP2;;super;apbgm060;240;apbgm0602;1
681;AP3;;super;apbgm060;241;apbgm0602;1
682;sup;;super;apbgm060;2;apbgm0602;1
683;3AB;;super;apbgm061;759;apbgm0612;1
684;AP3;;super;apbgm061;241;apbgm0612;1
685;CRJ;;super;apbgm061;897;apbgm0612;1
686;CST;;super;apbgm061;10;apbgm0612;1
687;FG5;;super;apbgm061;333;apbgm0612;1
688;FS5;;super;apbgm061;223;apbgm0612;1
689;FS9;;super;apbgm061;227;apbgm0612;1
690;MDE;;super;apbgm061;901;apbgm0612;1
691;PBC;;super;apbgm061;967;apbgm0612;1
692;sup;;super;apbgm061;2;apbgm0612;1
693;Fin;;super;apbgm062;65;apbgm0622;1
694;sup;;super;apbgm062;2;apbgm0622;1
695;sup;;super;apbgm063;2;apbgm0632;1
696;AG1;;super;apbgm066;952;apbgm0662;1
697;AP3;;super;apbgm066;241;apbgm0662;1
698;OF0;;super;apbgm066;508;apbgm0662;1
699;sup;;super;apbgm066;2;apbgm0662;1
700;Fin;;super;apcm001;65;apcm0012;1
701;sup;;super;apcm001;2;apcm0012;1
702;sup;;super;apcm037;2;apcm0372;1
703;FN0;;super;api_atualizar_ult_obj;418;api_atualizar_ult_obj2;1
704;sup;;super;api_atualizar_ult_obj;2;api_atualizar_ult_obj2;1
705;sup;;super;api_auxiliar_processo_importacao;2;api_auxiliar_processo_importacao2;1
706;sup;;super;api_cx_post_edi_envio;2;api_cx_post_edi_envio2;1
707;sup;;super;api_cx_post_edi_recebto;2;api_cx_post_edi_recebto2;1
708;*;;super;api_exportacao_edi;1;api_exportacao_edi2;1
709;sup;;super;api_exportacao_edi;2;api_exportacao_edi2;1
710;sup;;super;api_extracao_estrut_edi;2;api_extracao_estrut_edi2;1
711;Con;;super;api_geracao_dados_tabelas;66;api_geracao_dados_tabelas2;1
712;Fin;;super;api_geracao_dados_tabelas;65;api_geracao_dados_tabelas2;1
713;sup;;super;api_geracao_dados_tabelas;2;api_geracao_dados_tabelas2;1
714;FN0;;super;api_gerac_log_servid_exec;418;api_gerac_log_servid_exec2;1
715;sup;;super;api_gerac_log_servid_exec;2;api_gerac_log_servid_exec2;1
716;FN0;;super;api_gerac_ped_exec;418;api_gerac_ped_exec2;1
717;sup;;super;api_gerac_ped_exec;2;api_gerac_ped_exec2;1
718;Con;;super;api_gerar_agencia_bcia;66;api_gerar_agencia_bcia2;1
719;Fin;;super;api_gerar_agencia_bcia;65;api_gerar_agencia_bcia2;1
720;sup;;super;api_gerar_agencia_bcia;2;api_gerar_agencia_bcia2;1
721;Con;;super;api_gerar_bancos;66;api_gerar_bancos2;1
722;Fin;;super;api_gerar_bancos;65;api_gerar_bancos2;1
723;sup;;super;api_gerar_bancos;2;api_gerar_bancos2;1
724;Con;;super;api_gerar_bco_tipo_cheque;66;api_gerar_bco_tipo_cheque2;1
725;Fin;;super;api_gerar_bco_tipo_cheque;65;api_gerar_bco_tipo_cheque2;1
726;sup;;super;api_gerar_bco_tipo_cheque;2;api_gerar_bco_tipo_cheque2;1
727;Con;;super;api_gerar_cenar_ctbl;66;api_gerar_cenar_ctbl2;1
728;Fin;;super;api_gerar_cenar_ctbl;65;api_gerar_cenar_ctbl2;1
729;sup;;super;api_gerar_cenar_ctbl;2;api_gerar_cenar_ctbl2;1
730;Con;;super;api_gerar_cta_corrente;66;api_gerar_cta_corrente2;1
731;Fin;;super;api_gerar_cta_corrente;65;api_gerar_cta_corrente2;1
732;sup;;super;api_gerar_cta_corrente;2;api_gerar_cta_corrente2;1
733;Con;;super;api_gerar_empresas;66;api_gerar_empresas2;1
734;Fin;;super;api_gerar_empresas;65;api_gerar_empresas2;1
735;sup;;super;api_gerar_empresas;2;api_gerar_empresas2;1
736;Con;;super;api_gerar_estabelecimento;66;api_gerar_estabelecimento2;1
737;Fin;;super;api_gerar_estabelecimento;65;api_gerar_estabelecimento2;1
738;sup;;super;api_gerar_estabelecimento;2;api_gerar_estabelecimento2;1
739;Con;;super;api_gerar_execicio_ctbl;66;api_gerar_execicio_ctbl2;1
740;Fin;;super;api_gerar_execicio_ctbl;65;api_gerar_execicio_ctbl2;1
741;sup;;super;api_gerar_execicio_ctbl;2;api_gerar_execicio_ctbl2;1
742;Con;;super;api_gerar_finalid_econ;66;api_gerar_finalid_econ2;1
743;Fin;;super;api_gerar_finalid_econ;65;api_gerar_finalid_econ2;1
744;sup;;super;api_gerar_finalid_econ;2;api_gerar_finalid_econ2;1
745;Con;;super;api_gerar_pais;66;api_gerar_pais2;1
746;Fin;;super;api_gerar_pais;65;api_gerar_pais2;1
747;sup;;super;api_gerar_pais;2;api_gerar_pais2;1
748;Con;;super;api_gerar_periodo_ctbl;66;api_gerar_periodo_ctbl2;1
749;Fin;;super;api_gerar_periodo_ctbl;65;api_gerar_periodo_ctbl2;1
750;sup;;super;api_gerar_periodo_ctbl;2;api_gerar_periodo_ctbl2;1
751;Con;;super;api_gerar_talon_cheq;66;api_gerar_talon_cheq2;1
752;Fin;;super;api_gerar_talon_cheq;65;api_gerar_talon_cheq2;1
753;sup;;super;api_gerar_talon_cheq;2;api_gerar_talon_cheq2;1
754;Con;;super;api_gerar_unidades_federacao;66;api_gerar_unidades_federacao2;1
755;Fin;;super;api_gerar_unidades_federacao;65;api_gerar_unidades_federacao2;1
756;sup;;super;api_gerar_unidades_federacao;2;api_gerar_unidades_federacao2;1
757;sup;;super;api_importacao_proc_edi;2;api_importacao_proc_edi2;1
758;Con;;super;api_integra_MXP;66;api_integra_MXP2;1
759;Fin;;super;api_integra_MXP;65;api_integra_MXP2;1
760;sup;;super;api_integra_MXP;2;api_integra_MXP2;1
761;sup;;super;api_integr_edi_emvia_ftp_envio;2;api_integr_edi_emvia_ftp_envio2;1
762;sup;;super;api_integr_edi_emvia_ftp_recebto;2;api_integr_edi_emvia_ftp_recebto2;1
763;sup;;super;api_nova_extracao__edi;2;api_nova_extracao__edi2;1
764;sup;;super;api_parcei_edi_busca_nome;2;api_parcei_edi_busca_nome2;1
765;sup;;super;api_proces_edi_contar_reg;2;api_proces_edi_contar_reg2;1
766;*;;super;api_retornar_ocor_proces_edi;1;api_retornar_ocor_proces_edi2;1
767;sup;;super;api_retornar_ocor_proces_edi;2;api_retornar_ocor_proces_edi2;1
768;sup;;super;api_retorna_forma_processo;2;api_retorna_forma_processo2;1
769;sup;;super;api_retorna_nome_arquivo_edi;2;api_retorna_nome_arquivo_edi2;1
770;Con;;super;api_tit_acr_sales_tax;66;api_tit_acr_sales_tax2;1
771;Fin;;super;api_tit_acr_sales_tax;65;api_tit_acr_sales_tax2;1
772;sup;;super;api_tit_acr_sales_tax;2;api_tit_acr_sales_tax2;1
773;Con;;super;api_tit_ap_salex_tax;66;api_tit_ap_salex_tax2;1
774;Fin;;super;api_tit_ap_salex_tax;65;api_tit_ap_salex_tax2;1
775;sup;;super;api_tit_ap_salex_tax;2;api_tit_ap_salex_tax2;1
776;sup;;super;api_transferir_entre_bases;2;api_transferir_entre_bases2;1
777;sup;;super;api_transferir_entre_bases_2;2;api_transferir_entre_bases_22;1
778;sup;;super;api_utl_bco_histor;2;api_utl_bco_histor2;1
779;Con;;super;APL.ConsultSimulationsView;66;APL.ConsultSimulationsView2;1
780;FAN;;super;APL.ConsultSimulationsView;24;APL.ConsultSimulationsView2;1
781;Fin;;super;APL.ConsultSimulationsView;65;APL.ConsultSimulationsView2;1
782;FMG;;super;APL.ConsultSimulationsView;25;APL.ConsultSimulationsView2;1
783;sup;;super;APL.ConsultSimulationsView;2;APL.ConsultSimulationsView2;1
784;Con;;super;APL.ManageBankingNegociationsView;66;APL.ManageBankingNegociationsView2;1
785;FAN;;super;APL.ManageBankingNegociationsView;24;APL.ManageBankingNegociationsView2;1
786;Fin;;super;APL.ManageBankingNegociationsView;65;APL.ManageBankingNegociationsView2;1
787;FMG;;super;APL.ManageBankingNegociationsView;25;APL.ManageBankingNegociationsView2;1
788;sup;;super;APL.ManageBankingNegociationsView;2;APL.ManageBankingNegociationsView2;1
789;Con;;super;APL.MonitorPendingSimulationsPortlet;66;APL.MonitorPendingSimulationsPortlet2;1
790;FAN;;super;APL.MonitorPendingSimulationsPortlet;24;APL.MonitorPendingSimulationsPortlet2;1
791;Fin;;super;APL.MonitorPendingSimulationsPortlet;65;APL.MonitorPendingSimulationsPortlet2;1
792;FMG;;super;APL.MonitorPendingSimulationsPortlet;25;APL.MonitorPendingSimulationsPortlet2;1
793;sup;;super;APL.MonitorPendingSimulationsPortlet;2;APL.MonitorPendingSimulationsPortlet2;1
794;Con;;super;apl317aa.py;66;apl317aa.py2;1
795;Fin;;super;apl317aa.py;65;apl317aa.py2;1
796;sup;;super;apl317aa.py;2;apl317aa.py2;1
797;SAS;;super;aplicacao.FORMListaSimulacao;34;aplicacao.FORMListaSimulacao2;1
798;SLM;;super;aplicacao.FORMListaSimulacao;19;aplicacao.FORMListaSimulacao2;1
799;sup;;super;aplicacao.FORMListaSimulacao;2;aplicacao.FORMListaSimulacao2;1
800;*;;super;aplicacao1150.CRUDFatorPrecoMedDistrib;1;aplicacao1150.CRUDFatorPrecoMedDistrib2;1
801;sup;;super;aplicacao1150.CRUDFatorPrecoMedDistrib;2;aplicacao1150.CRUDFatorPrecoMedDistrib2;1
802;*;;super;aplicacao1150.CRUDParamSimul;1;aplicacao1150.CRUDParamSimul2;1
803;sup;;super;aplicacao1150.CRUDParamSimul;2;aplicacao1150.CRUDParamSimul2;1
804;*;;super;aplicacao1150.CRUDPoliticVendasPerc;1;aplicacao1150.CRUDPoliticVendasPerc2;1
805;sup;;super;aplicacao1150.CRUDPoliticVendasPerc;2;aplicacao1150.CRUDPoliticVendasPerc2;1
806;*;;super;aplicacao1150.CRUDSubTipPropost;1;aplicacao1150.CRUDSubTipPropost2;1
807;sup;;super;aplicacao1150.CRUDSubTipPropost;2;aplicacao1150.CRUDSubTipPropost2;1
808;*;;super;aplicacao1150.CRUDTextLayout;1;aplicacao1150.CRUDTextLayout2;1
809;sup;;super;aplicacao1150.CRUDTextLayout;2;aplicacao1150.CRUDTextLayout2;1
810;*;;super;aplicacao1150.CRUDUsuarJurisd;1;aplicacao1150.CRUDUsuarJurisd2;1
811;sup;;super;aplicacao1150.CRUDUsuarJurisd;2;aplicacao1150.CRUDUsuarJurisd2;1
812;ASB;;super;apr002;888;apr0022;1
813;Fis;;super;apr002;71;apr0022;1
814;sup;;super;apr002;2;apr0022;1
815;sup;;super;apr002a;2;apr002a2;1
816;ASB;;super;apr003;888;apr0032;1
817;Fis;;super;apr003;71;apr0032;1
818;sup;;super;apr003;2;apr0032;1
819;sup;;super;apr003a;2;apr003a2;1
820;sup;;super;aq0101;2;aq01012;1
821;sup;;super;aq0201;2;aq02012;1
822;sup;;super;aq0202;2;aq02022;1
823;sup;;super;aq0203;2;aq02032;1
824;sup;;super;aq0204;2;aq02042;1
825;sup;;super;aq0206;2;aq02062;1
826;sup;;super;aq0207;2;aq02072;1
827;sup;;super;aq0211;2;aq02112;1
828;sup;;super;aq0212;2;aq02122;1
829;sup;;super;aq0213;2;aq02132;1
830;sup;;super;aq0301;2;aq03012;1
831;sup;;super;aq0303;2;aq03032;1
832;sup;;super;aq0305;2;aq03052;1
833;sup;;super;aq0306;2;aq03062;1
834;sup;;super;aq0310;2;aq03102;1
835;sup;;super;aq0311;2;aq03112;1
836;sup;;super;aq0315;2;aq03152;1
837;sup;;super;aq0318;2;aq03182;1
838;sup;;super;aq0320;2;aq03202;1
839;sup;;super;aq0325;2;aq03252;1
840;sup;;super;aq0326;2;aq03262;1
841;sup;;super;aq0327;2;aq03272;1
842;sup;;super;aq0328;2;aq03282;1
843;sup;;super;aq0329;2;aq03292;1
844;sup;;super;aq0401;2;aq04012;1
845;sup;;super;aq0402;2;aq04022;1
846;sup;;super;aq0403;2;aq04032;1
847;sup;;super;aq0404;2;aq04042;1
848;sup;;super;aq0405;2;aq04052;1
849;sup;;super;aq0406;2;aq04062;1
850;sup;;super;aq0407;2;aq04072;1
851;sup;;super;aq0409;2;aq04092;1
852;sup;;super;aq0410;2;aq04102;1
853;sup;;super;aq0411;2;aq04112;1
854;sup;;super;aq0412;2;aq04122;1
855;sup;;super;aq0413;2;aq04132;1
856;sup;;super;aq0415;2;aq04152;1
857;sup;;super;aq0418;2;aq04182;1
858;sup;;super;aq0421;2;aq04212;1
859;sup;;super;aq0501;2;aq05012;1
860;sup;;super;aq0502;2;aq05022;1
861;sup;;super;aq0503;2;aq05032;1
862;sup;;super;aq0504;2;aq05042;1
863;sup;;super;aq0505;2;aq05052;1
864;sup;;super;aq0506;2;aq05062;1
865;sup;;super;aq0507;2;aq05072;1
866;sup;;super;aq0508;2;aq05082;1
867;sup;;super;aq0509;2;aq05092;1
868;sup;;super;aq0510;2;aq05102;1
869;sup;;super;aq0511;2;aq05112;1
870;sup;;super;aq0512;2;aq05122;1
871;sup;;super;aq0513;2;aq05132;1
872;sup;;super;arg0066;2;arg00662;1
873;sup;;super;at0000;2;at00002;1
874;ATM;;super;at0001;690;at00012;1
875;sup;;super;at0001;2;at00012;1
876;ATM;;super;at0001a;690;at0001a2;1
877;sup;;super;at0001a;2;at0001a2;1
878;ATM;;super;at0001b;690;at0001b2;1
879;sup;;super;at0001b;2;at0001b2;1
880;ATM;;super;at0004;690;at00042;1
881;sup;;super;at0004;2;at00042;1
882;ATM;;super;at0004a;690;at0004a2;1
883;sup;;super;at0004a;2;at0004a2;1
884;ATM;;super;at0004b;690;at0004b2;1
885;sup;;super;at0004b;2;at0004b2;1
886;ATM;;super;at0004c;690;at0004c2;1
887;sup;;super;at0004c;2;at0004c2;1
888;ATM;;super;AT0004D;690;AT0004D2;1
889;sup;;super;AT0004D;2;AT0004D2;1
890;ATM;;super;AT0004E;690;AT0004E2;1
891;sup;;super;AT0004E;2;AT0004E2;1
892;ATM;;super;AT0004F;690;AT0004F2;1
893;sup;;super;AT0004F;2;AT0004F2;1
894;ATM;;super;at0006;690;at00062;1
895;sup;;super;at0006;2;at00062;1
896;ATM;;super;at0006a;690;at0006a2;1
897;sup;;super;at0006a;2;at0006a2;1
898;ATM;;super;at0006b;690;at0006b2;1
899;sup;;super;at0006b;2;at0006b2;1
900;ATM;;super;at0007;690;at00072;1
901;sup;;super;at0007;2;at00072;1
902;tre;;super;at0007;63;at00072;1
903;ATM;;super;at0007a;690;at0007a2;1
904;sup;;super;at0007a;2;at0007a2;1
905;tre;;super;at0007a;63;at0007a2;1
906;ATM;;super;at0007b;690;at0007b2;1
907;sup;;super;at0007b;2;at0007b2;1
908;tre;;super;at0007b;63;at0007b2;1
909;ATM;;super;at0007c;690;at0007c2;1
910;sup;;super;at0007c;2;at0007c2;1
911;tre;;super;at0007c;63;at0007c2;1
912;ATM;;super;at0008;690;at00082;1
913;sup;;super;at0008;2;at00082;1
914;tre;;super;at0008;63;at00082;1
915;ATM;;super;at0008a;690;at0008a2;1
916;sup;;super;at0008a;2;at0008a2;1
917;tre;;super;at0008a;63;at0008a2;1
918;ATM;;super;at0008b;690;at0008b2;1
919;sup;;super;at0008b;2;at0008b2;1
920;tre;;super;at0008b;63;at0008b2;1
921;ATM;;super;at0008c;690;at0008c2;1
922;sup;;super;at0008c;2;at0008c2;1
923;tre;;super;at0008c;63;at0008c2;1
924;ATM;;super;at0008d;690;at0008d2;1
925;sup;;super;at0008d;2;at0008d2;1
926;tre;;super;at0008d;63;at0008d2;1
927;AB2;;super;at0010;80;at00102;1
928;ATM;;super;at0010;690;at00102;1
929;sup;;super;at0010;2;at00102;1
930;tre;;super;at0010;63;at00102;1
931;ATM;;super;at0010a;690;at0010a2;1
932;sup;;super;at0010a;2;at0010a2;1
933;tre;;super;at0010a;63;at0010a2;1
934;ATM;;super;at0010b;690;at0010b2;1
935;sup;;super;at0010b;2;at0010b2;1
936;tre;;super;at0010b;63;at0010b2;1
937;ATM;;super;at0010c;690;at0010c2;1
938;sup;;super;at0010c;2;at0010c2;1
939;tre;;super;at0010c;63;at0010c2;1
940;ATM;;super;at0010d;690;at0010d2;1
941;sup;;super;at0010d;2;at0010d2;1
942;tre;;super;at0010d;63;at0010d2;1
943;ATM;;super;at0010e;690;at0010e2;1
944;sup;;super;at0010e;2;at0010e2;1
945;tre;;super;at0010e;63;at0010e2;1
946;ATM;;super;at0010f;690;at0010f2;1
947;sup;;super;at0010f;2;at0010f2;1
